country	place	DISEASE_COUNT
Egypt	Biba, Beni Suef, Egypt	1
Egypt	Cairo Governorate, Egypt	3
Egypt	Cairo, Al Qāhirah, Egypt	2
Egypt	Dakahlia Governorate, Egypt	2
Egypt	Damietta Governorate, Egypt	1
Egypt	Egypt	14
Egypt	El-Bagour, Madinet Berkat as Sabee, Berkat as Sabee, Menufia, Egypt	1
Egypt	Faiyum Governorate, Egypt	4
Egypt	Gharbia Governorate, Egypt	1
Egypt	Giza Governorate, Egypt	2
Egypt	Giza, Al Jīzah, Egypt	1
Egypt	Hurghada, Red Sea, Egypt	1
Egypt	Ismailia Governorate, Egypt	10
Egypt	Kafr El Shaikh Governorate, Egypt	8
Egypt	Luxor, Muḩāfaz̧at al Uqşur, Egypt	1
Egypt	Luxor, Qinā, Egypt	7
Egypt	Manfalout, Asyut, Egypt	1
Egypt	Mansoura, Dakahlia, Egypt	1
Egypt	Menuf, Monufia, Egypt	4
Egypt	Menufia, Egypt	1
Egypt	Minya Governorate, Egypt	15
Egypt	Moneib, As Sahel, Cairo Governorate, Egypt	2
Egypt	Monufia Governorate, Egypt	16
Egypt	Muḩāfaz̧at Dumyāţ, Dumyāţ, Egypt	1
Egypt	Nag Hammadi, Qena, Egypt	2
Egypt	Port Said Governorate, Egypt	2
Egypt	Qalyubia Governorate, Egypt	8
Egypt	Qena Governorate, Egypt	8
Egypt	Ra’s Sudr, Janūb Sīnāʼ, Egypt	1
Egypt	Red Sea Governorate, Egypt	4
Egypt	Rehab, Alexandria, Egypt	1
Egypt	Sansaft, Menuf, Menufia, Egypt	2
Egypt	Sharqia Governorate, Egypt	15
Egypt	Shobra, Cairo, Egypt	1
Egypt	Sohag Governorate, Egypt	12
Egypt	Suez Governorate, Egypt	2
Egypt	Zagazig, Sharqia, Egypt	1
El Salvador	Departamento de San Miguel, El Salvador	1
El Salvador	Departamento de Usulután, El Salvador	1
El Salvador	El Salvador	64
El Salvador	San Salvador, San Salvador, El Salvador	1
El Salvador	Zacatecoluca, La Paz, El Salvador	1
Estonia	Estonia	1
Estonia	Tallinn, Estonia	4
Ethiopia	Amhara Region, Ethiopia	3
Ethiopia	Bahir Dar, Amhara Region, Ethiopia	1
Ethiopia	Ethiopia	3
Ethiopia	Kombolcha, Amhara Region, Ethiopia	1
Ethiopia	Tigray State, Ethiopia	1
Ethiopia	West Harerghe Zone, Oromiya Region, Ethiopia	1
Fiji	Fiji	2
Fiji	Mbua Province, Northern, Fiji	1
Finland	Finland	2
Finland	Juva, Eastern Finland, Finland	1
Finland	Mikkeli, Eastern Finland, Finland	1
Finland	Vaasa, Western Finland, Finland	1
France	Annecy, Rhône-Alpes, France	1
France	Annonay, Rhône-Alpes, France	2
France	Arné, Midi-Pyrénées, France	1
France	Bourgoin-Jallieu, Rhône-Alpes, France	1
France	Brest, Brittany, France	3
France	Bretagne, Brittany, France	1
France	Cahors, Midi-Pyrénées, France	1
France	Cognac, Poitou-Charentes, France	1
France	Condé-sur-l'Escaut, Nord-Pas-de-Calais, France	2
France	Département du Doubs, Franche-Comté, France	1
France	Finistère, Brittany, France	2
France	France	21
France	Gaillac, Midi-Pyrénées, France	1
France	Languedoc-Roussillon, France	1
France	Le Mans, Pays de la Loire, France	1
France	Le Reposoir, Rhône-Alpes, France	1
France	Lyon, Rhône-Alpes, France	2
France	Marseille, Provence-Alpes-Côte d'Azur, France	1
France	Montpellier, Languedoc-Roussillon, France	1
France	Mourenx, Aquitaine, France	1
France	Nantes, Pays de la Loire, France	1
France	Nice, Provence-Alpes-Côte d'Azur, France	1
France	Parc de la Tête d'Or, Lyon, France	1
France	Paris, Île-de-France, France	1
France	Pibrac, Midi-Pyrénées, France	1
France	Plessé, Pays de la Loire, France	1
France	Plouhinec, Brittany, France	1
France	Plérin, Brittany, France	1
France	Pyrénées-Atlantiques, Aquitaine, France	1
France	Région d'Auvergne, France	1
France	Région de Champagne-Ardenne, France	1
France	Région de Pays de la Loire, France	1
France	Région de Provence-Alpes-Côte d'Azur, France	4
France	Saint-Amand-les-Eaux, Nord-Pas-de-Calais, France	1
France	Saint-Laurent-du-Var, Provence-Alpes-Côte d'Azur, France	1
France	Saint-Lô, Basse-Normandie, France	1
France	Saint-Nectaire, Auvergne, France	1
France	Vendée, Pays de la Loire, France	1
Gambia	Gambia	2
Gambia	Niamina Dankunku District, Central River, Gambia	5
Germany	Altenkirchen, Rheinland-Pfalz, Germany	1
Germany	Berlin, Germany	7
Germany	Brandenburg, Germany	2
Germany	Charité Hospital, Berlin, Germany	1
Germany	Cologne, North Rhine-Westphalia, Germany	1
Germany	Germany	68
Germany	Hannover, Lower Saxony, Germany	2
Germany	Heilbronn, Baden-Württemberg, Germany	2
Germany	Landkreis Cochem-Zell, Rheinland-Pfalz, Germany	1
Germany	Leipzig, Saxony, Germany	1
Germany	North Rhine-Westphalia, Germany	2
Germany	Rhein-Sieg-Kreis, North Rhine-Westphalia, Germany	1
Germany	Rhineland-Palatinate, Germany	2
Germany	Saxony, Germany	1
Germany	Selfkant, Germany	1
Germany	Thuringia, Germany	2
Ghana	Accra, Greater Accra, Ghana	4
Ghana	Central Region, Central, Ghana	1
Ghana	Ghana	11
Ghana	Greater Accra Region, Ghana	2
Ghana	Juaso, Ashanti, Ghana	2
Ghana	Koforidua, Eastern, Ghana	2
Ghana	Sunyani, Brong-Ahafo Region, Ghana	1
Ghana	Volta Region, Volta, Ghana	1
Greece	Abdera, East Macedonia and Thrace, Greece	1
Greece	Agrinio, Greece	2
Greece	East Macedonia and Thrace, Greece	1
Greece	Evrótas Potamós, Greece	1
Greece	Greece	25
Greece	Kavala, Kavála, Greece	2
Greece	Kilkis, Central Macedonia, Greece	1
Greece	Lárisa, Thessaly, Greece	1
Greece	Marathon, Attica, Greece	1
Greece	Markópoulo, Attica, Greece	1
Greece	Pelopónnisos, Peloponnese, Greece	1
Greece	Preveza, Epirus, Greece	4
Greece	South Aegean, Greece	5
Greece	Thessaly, Greece	1
Greece	West Macedonia, Greece	1
Greece	Xánthi, East Macedonia and Thrace, Greece	3
Guatemala	Cerro El Cimarrón, Guatemala	1
Guatemala	Chimaltenango, Chimaltenango, Guatemala	1
Guatemala	Departamento de Retalhuleu, Guatemala	1
Guatemala	Guatemala	10
Guatemala	Nueva Concepción, Escuintla, Guatemala	1
Guatemala	Retalhuleu, Guatemala	1
Guatemala	Retalhuleu, Retalhuleu, Guatemala	1
Guatemala	Sajcavillá, Guatemala, Guatemala	1
Guatemala	San Lorencito, Suchitepéquez, Guatemala	1
Guatemala	Suchitepequez, Guatemala	1
Guatemala	Xiquiná, Suchitepéquez, Guatemala	1
Guinea	Boffa, Boke, Guinea	2
Guinea	Conakry Region, Conakry, Guinea	3
Guinea	Conakry, Conakry, Guinea	10
Guinea	Coyah, Kindia, Guinea	2
Guinea	Dubréka, Kindia Region, Guinea	1
Guinea	Forécariah, Kindia, Guinea	7
Guinea	Fria, Boke, Guinea	1
Guinea	Guinea	62
Guinea	Kankan, Kankan, Guinea	1
Guinea	Mamou, Labe, Guinea	1
Guinea-Bissau	Bissau, Bissau, Guinea-Bissau	1
Guinea-Bissau	Guinea-Bissau	3
Guyana	Guyana	1
Haiti	Département du Sud, Haiti	1
Haiti	Département du Sud-Est, Haiti	1
Haiti	Haiti	31
Honduras	Amapala, Honduras	1
Honduras	Catacamas, Olancho, Honduras	2
Honduras	Choloma, Cortés, Honduras	3
Honduras	Choluteca, Choluteca, Honduras	4
Honduras	Colonia Santa Isabel, Comayaguela, Honduras	1
Honduras	Comayagua, Comayagua, Honduras	2
Honduras	Departamento de Choluteca, Honduras	1
Honduras	Departamento de Comayagua, Honduras	1
Honduras	Departamento de Cortés, Honduras	2
Honduras	Departamento de Lempira, Honduras	1
Honduras	Departamento de Ocotepeque, Honduras	2
Honduras	Departamento de Olancho, Honduras	1
Honduras	Departamento de Yoro, Honduras	1
Honduras	El Progreso, Yoro, Honduras	1
Honduras	Honduras	36
Honduras	La Ceiba, Atlántida, Honduras	1
Honduras	Marcovia, Honduras	1
Honduras	Nacaome, Valle, Honduras	1
Honduras	Ocotepeque, Honduras	1
Honduras	San Francisco, Atlántida, Honduras	2
Honduras	San Marcos, Ocotepeque, Honduras	1
Honduras	San Pedro Sula, Cortés, Honduras	16
Honduras	Santa Rosa de Copán, Copán, Honduras	1
Honduras	Siguatepeque, Comayagua, Honduras	1
Honduras	Tegucigalpa, Honduras	6
Honduras	Tegucigalpa, Yoro, Honduras	3
Honduras	Valle de Sula, Cortés, Honduras	1
Honduras	Yoro, Yoro, Honduras	1
Hungary	Budapest, Budapest, Hungary	1
Hungary	Hungary	6
Iceland	Egilsstaðir, East, Iceland	1
Iceland	Iceland	3
India	Alwar, Rajasthan, India	1
India	Amritsar, Punjab, India	2
India	Andhra Pradesh State, India	5
India	Arunachal Pradesh State, India	1
India	Assam State, India	2
India	Bangalore, Karnātaka, India	10
India	Bellary, Karnātaka, India	2
India	Bhandāra, Mahārāshtra, India	2
India	Bhopal, Madhya Pradesh, India	9
India	Bhubaneswar, Orissa, India	2
India	Bihar State, India	5
India	Bokaro, Jharkhand, India	1
India	Chandigarh City, Chandīgarh, India	4
India	Chandigarh Union Territory, India	14
India	Chennai, Tamil Nadu, India	10
India	Chhindwāra, Madhya Pradesh, India	1
India	Churāchāndpur, Manipur, India	1
India	Damoh, Madhya Pradesh, India	1
India	Dindigul, Tamil Nādu, India	1
India	East Delhi, Delhi, India	1
India	East Siang, Arunāchal Pradesh, India	2
India	Faridabad, Haryāna, India	2
India	Ganjām, Orissa, India	6
India	Garhwa, Jharkhand, India	2
India	Ghaziabad, Uttar Pradesh, India	1
India	Goa State, India	6
India	Goa, India	1
India	Gondia, Mahārāshtra, India	2
India	Gorakhpur, Uttar Pradesh, India	6
India	Gujarat State, India	4
India	Guntūr, Andhra Pradesh, India	3
India	Gurgaon, Delhi, India	2
India	Gurgaon, Haryāna, India	5
India	Guwahati, Assam, India	1
India	Haridwar, Uttarakhand, India	2
India	Haryana State, India	4
India	Himachal Pradesh State, India	8
India	Howrah, Bengal, India	1
India	Hyderabad, Andhra Pradesh, India	5
India	India	14
India	Indore, Madhya Pradesh, India	11
India	Jabalpur, Madhya Pradesh, India	2
India	Jaipur, Rājasthān, India	7
India	Jaisalmer, Rājasthān, India	1
India	Jalandhar, Punjab, India	1
India	Jammu and Kashmir State, India	4
India	Jamshedpur, Jharkhand, India	1
India	Jharkhand State, India	2
India	Jhālāwār, Rajasthan, India	1
India	Kanchipuram, Tamil Nādu, India	1
India	Kandhamal, Orissa, India	1
India	Kanpur, Uttar Pradesh, India	2
India	Karnataka State, India	12
India	Karīmnagar, Andhra Pradesh, India	1
India	Kerala State, India	2
India	Kolar, Karnataka, India	1
India	Kolkata, West Bengal, India	22
India	Koraput, Orissa, India	2
India	Kāmrūp, Assam, India	1
India	Lucknow, Uttar Pradesh, India	9
India	Ludhiana, Punjab, India	6
India	Madhya Pradesh State, India	7
India	Madurai, Tamil Nādu, India	3
India	Maharashtra State, India	11
India	Malegaon, Mahārāshtra, India	1
India	Mangalore, Karnātaka, India	2
India	Mohali, Punjab, India	2
India	Mumbai, Maharashtra, India	27
India	Nagpur, Mahārāshtra, India	2
India	Nashik, Maharashtra, India	2
India	National Capital Territory of Delhi, India	52
India	Nellore, Andhra Pradesh, India	1
India	Noida, Uttar Pradesh, India	4
India	Orissa State, India	12
India	Panchkula, Chandigarh, Chandigarh, India	1
India	Panipat, Haryana, India	2
India	Pathānkot, Punjab, India	1
India	Patiāla, Punjab, India	2
India	Patna, Bihār, India	1
India	Pimpri Chinchwad, Maharashtra, India	1
India	Pune, Maharashtra, India	13
India	Punjab State, India	10
India	Purba Singhbhum, Jharkhand, India	1
India	Pāsighāt, Arunāchal Pradesh, India	1
India	Rajahmundry, Andhra Pradesh, India	1
India	Rajasthan State, India	6
India	Rajkot, Gujarāt, India	1
India	Ropar, Punjab, India	1
India	Sadalga, Karnataka, India	1
India	Salem, Tamil Nādu, India	1
India	Salt Lake City, West Bengal, India	3
India	Samastipur, Bihar, India	2
India	Sanaur, Punjab, India	1
India	Sophia High School, Bangalore, Karnataka, India	2
India	South Delhi, National Capital Territory of Delhi, India	1
India	Spiti River, Himachal Pradesh	1
India	Srīkākulam, Andhra Pradesh, India	1
India	Tamil Nadu State, India	3
India	Thiruvananthapuram, Kerala, India	1
India	Thrissur, Kerala, India	2
India	Thāne, Mahārāshtra, India	1
India	Tripura State, India	1
India	Udupi, Karnātaka, India	1
India	University College of Science and Technology, Machuabazar, Kolkata, West Bengal, India	1
India	Uttar Pradesh State, India	11
India	Vadodara, Gujarat, India	3
India	Visakhapatnam, Andhra Pradesh, India	3
India	West Bengal State, India	29
India	Āmāmora, Chhattisgarh, India	1
Indonesia	Bali, Indonesia	1
Indonesia	Bandung, West Java, Indonesia	1
Indonesia	Bengkulu City, Indonesia	2
Indonesia	Bogor, West Java, Indonesia	1
Indonesia	Boyolali, Central Java, Indonesia	2
Indonesia	Buleleng, Bali, Indonesia	1
Indonesia	Desa Ngemplak, Central Java, Indonesia	1
Indonesia	Desa Pasung, Central Java, Indonesia	1
Indonesia	Desa Pucangan, Central Java, Indonesia	1
Indonesia	Desa Tanjungan, Central Java, Indonesia	1
Indonesia	Indonesia	12
Indonesia	Jakarta Capital Region, Indonesia	2
Indonesia	Karanganyar, Central Java, Indonesia	1
Indonesia	Kartasura, Central Java, Indonesia	2
Indonesia	Klaten, Central Java, Indonesia	4
Indonesia	Koto Singkarak, West Sumatra, Indonesia	1
Indonesia	Kuala Kapuas, Central Kalimantan, Indonesia	1
Indonesia	Maluku, Indonesia	1
Indonesia	Mentawai Islands, West Sumatra, Indonesia	3
Indonesia	Prambanan, Special Region of Yogyakarta, Indonesia	2
Indonesia	South Sumatra, Indonesia	2
Indonesia	Special Region of Yogyakarta, Indonesia	2
Indonesia	Sukamaju, West Java, Indonesia	1
Indonesia	Sumatra, Indonesia	1
Indonesia	Sungaitalang, West Sumatra, Indonesia	1
Indonesia	Tapaktuan, Aceh, Indonesia	1
Indonesia	Wonogiri, Central Java, Indonesia	1
Indonesia	Yogyakarta, Special Region of Yogyakarta, Indonesia	2
Iran	Iran	5
Iran	Kermanshah, Kermanshah Province, Iran	1
Iran	Kohgiluyeh and Boyer-Ahmad Province, Iran	1
Iran	Kordestan, Iran	1
Iran	Qom, Qom, Iran	1
Iran	Saravan, Sīstān va Balūchestān, Iran	1
Iran	Sistan and Baluchestan Province, Iran	4
Iran	Zahedan, Sīstān va Balūchestān, Iran	2
Iraq	Arbil Governorate, Iraq	1
Iraq	Babil Governorate, Iraq	1
Iraq	Dahuk, Dahūk, Iraq	1
Iraq	Dhi Qar Governorate, Iraq	1
Iraq	Diyala Governorate, Iraq	2
Iraq	Iraq	2
Iraq	Kirkuk Governorate, Iraq	1
Iraq	Kirkuk, Kirkuk, Iraq	1
Iraq	Kurdistan, Erbil, Iraq	4
Iraq	Sulaymaniyah Governorate, Iraq	1
Iraq	Sulaymaniyah, Sulaymaniyah, Iraq	3
Ireland	Beaumont Hospital, Dublin, Ireland	2
Ireland	County Cork,  Munster, Ireland	4
Ireland	Croom, Munster, Ireland	1
Ireland	Dublin, County Dublin, Ireland	1
Ireland	Galway, Co. Galway, Ireland	1
Ireland	Ireland	6
Ireland	Mayo General Hospital, Castlebar, County Mayo, Ireland	1
Ireland	Munster, Ireland	1
Ireland	Sligo, Connaught, Ireland	1
Israel	Bet Qeshet, Northern District, Israel	1
Israel	El'ad, Israel	1
Israel	Giv‘at Qela‘, Northern District, Israel	1
Israel	Gonen, Northern District, Israel	1
Israel	HaDarom, Israel	1
Israel	Hazafon, Israel	4
Israel	Israel	12
Israel	Kefar Szold, Northern District, Israel	1
Israel	Keshet, Golan, Northern District, Israel	1
Israel	Kfar Kisch, Israel	1
Israel	Lahavot HaBashan, Northern District, Israel	1
Israel	Malkiyya, Northern District, Israel	1
Israel	Nevatim, Southern District, Israel	1
Israel	Northern District, Israel	5
Israel	Odem, Northern District, Israel	1
Israel	Sakhnīn, Northern District, Israel	1
Israel	Shamir, Northern District, Israel	1
Israel	Tel Aviv, Tel Aviv, Israel	4
Israel	Wasset Junction, Northern District, Israel	1
Italy	Ciampino Province of Rome, Italy	1
Italy	Italy	15
Italy	Livorno, Tuscany, Italy	7
Italy	Mantova, Lombardy, Italy	2
Italy	Melfi, Basilicate, Italy	3
Italy	Provincia di Ogliastra, Sardinia, Italy	1
Italy	Santa Cristina Gela, Sicily, Italy	1
Italy	Treviso, Veneto, Italy	3
Italy	Venice, Veneto, Italy	2
Italy	Verona, Veneto, Italy	1
Jamaica	Jamaica	8
Jamaica	Kingston, Jamaica	1
Jamaica	Parish of Clarendon, Clarendon, Jamaica	1
Jamaica	Portmore, Saint Catherine, Jamaica	1
Jamaica	St Ann’s Bay, Saint Ann, Jamaica	1
Japan	Hokkaido Prefecture, Japan	10
Japan	Japan	21
Japan	Tokyo Metropolis, Japan	1
Jordan	Amman, Capital Governorate, Jordan	3
Jordan	Ar Ramtha, Irbid , Jordan	3
Jordan	Bani Kenana, Amman, Capital Governorate, Jordan	1
Jordan	Irbid Governorate, Jordan	1
Jordan	Irbid, Irbid , Jordan	1
Jordan	Jordan	1
Jordan	Karak, Jordan	1
Jordan	Mafraq Governorate, Jordan	3
Jordan	Tafilah Governorate, Jordan	1
Jordan	Zarqa Governorate, Jordan	1
Kazakhstan	Akmola, Kazakhstan	1
Kazakhstan	Kazakhstan	7
Kazakhstan	Kyzylorda, Qyzylorda, Kazakhstan	1
Kazakhstan	Taldykorgan, Almaty, Kazakhstan	1
Kazakhstan	Zarechnoye, Kazakhstan	1
Kenya	Bomet, Rift Valley, Kenya	1
Kenya	Dadaab, North-Eastern, Kenya	1
Kenya	Eldoret, Rift Valley, Kenya	1
Kenya	Homa Bay, Nyanza, Kenya	1
Kenya	Keiyo Valley, Rift Valley, Kenya	2
Kenya	Kenya	15
Kenya	Kimilili, Western, Kenya	2
Kenya	Liboi, North-Eastern, Kenya	1
Kenya	Meru District, Kenya	2
Kenya	Migingo Island, Kenya	1
Kenya	Mombasa, Coast, Kenya	1
Kenya	Murang’a, Central, Kenya	1
Kenya	Naivasha, Rift Valley, Kenya	1
Kenya	Nandi North District, Rift Valley, Kenya	3
Kenya	Narok District, Kenya	1
Kenya	Nyanza Province, Kenya	1
Kenya	Rift Valley Province, Rift Valley, Kenya	1
Kenya	Siaya District, Nyanza, Kenya	2
Kenya	Turkana District, Rift Valley, Kenya	1
Kenya	Turkana, Eastern, Kenya	2
Kenya	West Pokot District, Rift Valley, Kenya	5
Kuwait	Al-Jahra, Kuwait	1
Kuwait	Kuwait	2
Kyrgyzstan	Bishkek, Bishkek, Kyrgyzstan	2
Kyrgyzstan	Kyrgyzstan	7
Laos	Laos	1
Latvia	Latvia	5
Latvia	Salaspils Novads, Latvia	1
Lebanon	Lebanon	1
Lebanon	Nabatieh Governorate, Lebanon	1
Liberia	Liberia	2
Libya	Libya	1
Madagascar	Madagascar	8
Malawi	Machinga District, Southern Region, Malawi	1
Malawi	Malawi	3
Malawi	Mwanza, Southern Region, Malawi	1
Malawi	Neno, Malawi	1
Malawi	Phalombe District, Southern Region, Malawi	1
Malawi	Zomba District, Southern Region, Malawi	1
Malaysia	Bintulu, Sarawak, Malaysia	3
Malaysia	Ipoh, Perak, Malaysia	1
Malaysia	Malaysia	9
Malaysia	Sarawak, Malaysia	2
Malaysia	Tioman,  Pahang, Malaysia	2
Mali	Gao Region, Mali	1
Mali	Gao, Gao, Mali	2
Mali	Mali	7
Malta	Saint Vincent de Paul Hospital, Ħal Luqa, Malta	1
Malta	Żejtun, Iż-Żejtun, Malta	1
Marshall Islands	Marshall Islands	1
Mauritania	Aleg, Brakna, Mauritania	1
Mauritania	Hodh ech Chargui Region, Mauritania	1
Mauritania	Mauritania	7
Mauritania	Néma, Hodh ech Chargui, Mauritania	1
Mauritania	Tagant Region, Mauritania	1
Mauritania	Trarza Region, Mauritania	1
Mauritius	Mauritius	1
Mexico	Acapulco,  Guerrero, Mexico	2
Mexico	Acayucan, Veracruz, Mexico	4
Mexico	Agua Dulce, Veracruz, Mexico	1
Mexico	Altamira, Tamaulipas, Mexico	10
Mexico	Altos de Jalisco, Puebla, Mexico	1
Mexico	Baca, Yucatan, Mexico	1
Mexico	Bagdad, Matamoros, Tamaulipas, Mexico	1
Mexico	Baja California, Mexico	2
Mexico	Benito Juarez, Ciudad de México, Distrito Federal, Mexico	1
Mexico	Benito Juárez, Quintana Roo, Mexico	1
Mexico	Cajeme, Sonora, Mexico	2
Mexico	Calixtlahuaca, State of Mexico, Mexico	1
Mexico	Camargo, Chihuahua, Mexico	4
Mexico	Cancún, Quintana Roo, Mexico	3
Mexico	Caucel, Yucatan, Mexico	1
Mexico	Chetumal, Quintana Roo, Mexico	1
Mexico	Chicxulub, Yucatan, Mexico	1
Mexico	Chihuahua, Chihuahua, Mexico	1
Mexico	Chilpancingo, Guerrero, Mexico	1
Mexico	Choapas, Veracruz, Mexico	1
Mexico	Ciudad Juárez, Chihuahua, Mexico	7
Mexico	Ciudad Madero, Tamaulipas, Mexico	1
Mexico	Ciudad Victoria, Tamaulipas, Mexico	7
Mexico	Ciudad de México, Distrito Federal, Mexico	4
Mexico	Coahuayana, Michoacán, Mexico	1
Mexico	Coahuitlan, Veracruz, Mexico	1
Mexico	Contla, Tlaxcala, Mexico	1
Mexico	Costa Grande, Acapulco, Guerrero, Mexico	1
Mexico	Cuenca del Papaloapan, El Ranchito, Sonora, Mexico	1
Mexico	Cárdenas, Tabasco, Mexico	1
Mexico	Córdoba, Veracruz, Mexico	4
Mexico	Córdoba, Veracruz-Llave, Mexico	2
Mexico	Eloxochitlán, Puebla, Mexico	1
Mexico	Estado de Aguascalientes, Mexico	2
Mexico	Estado de Baja California Sur, Mexico	3
Mexico	Estado de Baja California, Mexico	2
Mexico	Estado de Campeche, Mexico	6
Mexico	Estado de Chiapas, Mexico	5
Mexico	Estado de Chihuahua, Mexico	11
Mexico	Estado de Coahuila, Mexico	19
Mexico	Estado de Colima, Mexico	1
Mexico	Estado de Durango, Mexico	5
Mexico	Estado de Guanajuato, Mexico	1
Mexico	Estado de Guerrero, Mexico	13
Mexico	Estado de Hidalgo, Mexico	13
Mexico	Estado de Jalisco, Mexico	41
Mexico	Estado de Michoacán, Mexico	12
Mexico	Estado de Morelos, Mexico	20
Mexico	Estado de México, Mexico	3
Mexico	Estado de Nuevo León, Mexico	8
Mexico	Estado de Oaxaca, Mexico	17
Mexico	Estado de Puebla, Mexico	4
Mexico	Estado de Querétaro, Mexico	13
Mexico	Estado de Quintana Roo, Mexico	14
Mexico	Estado de San Luis Potosí, Mexico	5
Mexico	Estado de Sinaloa, Mexico	11
Mexico	Estado de Sonora, Mexico	14
Mexico	Estado de Tabasco, Mexico	21
Mexico	Estado de Tamaulipas, Mexico	64
Mexico	Estado de Veracruz, Mexico	26
Mexico	Estado de Yucatán, Mexico	42
Mexico	Guachochi, Chihuahua, Mexico	6
Mexico	Guadalajara, Jalisco, Mexico	5
Mexico	Guanajuato, Guanajuato, Mexico	1
Mexico	Guaymas, Sonora, Mexico	4
Mexico	Gómez Palacio, Durango, Mexico	1
Mexico	Güémez, Tamaulipas, Mexico	1
Mexico	Hermosillo, Sonora, Mexico	2
Mexico	Huauchinango, Puebla, Mexico	2
Mexico	Hunucma, Yucatan, Mexico	1
Mexico	Iguala, Guerrero, Mexico	2
Mexico	Istmo de Tehuantepec, Mexico	3
Mexico	Ixtepec, Oaxaca, Mexico	1
Mexico	Izamal, Yucatán, Mexico	1
Mexico	Jacona, Michoacán, Mexico	1
Mexico	Jardín Del Ticuiz, Michoacán, Mexico	1
Mexico	Kanasín, Yucatán, Mexico	1
Mexico	La Costa, San José La Noria, 68120 Oaxaca, Mexico	1
Mexico	La Paz, Baja California Sur, Mexico	2
Mexico	La Piedad, Michoacán, Mexico	1
Mexico	Los Cabos, Baja California Sur, Mexico	1
Mexico	Lázaro Cárdenas, Quintana Roo, Mexico	1
Mexico	Madero, Tamaulipas, Mexico	1
Mexico	Magdalena Contreras, Ciudad de México, Distrito Federal, Mexico	1
Mexico	Manzanillo, Colima, Mexico	1
Mexico	Matamoros, Tamaulipas, Mexico	5
Mexico	Mazatlán, Guerrero, Mexico	1
Mexico	Mazatlán, Sinaloa, Mexico	1
Mexico	Merida, Yucatán, Mexico	5
Mexico	Mexicali, Baja California, Mexico	1
Mexico	Mexico	46
Mexico	Mixtequilla, Quintana Roo, Mexico	1
Mexico	Morelia, Michoacán, Mexico	2
Mexico	Motul, Yucatan, Mexico	2
Mexico	Naranjos, Veracruz, Mexico	1
Mexico	Nuevo Casas Grandes, Chihuahua, Mexico	2
Mexico	Nuevo Laredo, Tamaulipas, Mexico	7
Mexico	Nuevo Padilla, Tamaulipas, Mexico	1
Mexico	Oluta, Veracruz, Mexico	1
Mexico	Orizaba, Veracruz, Mexico	3
Mexico	Othón P. Blanco, Chetumal, Quintana Roo, Mexico	1
Mexico	Othón P. Blanco, Quintana Roo, Mexico	1
Mexico	Paredón, Coahuila, Mexico	2
Mexico	Playa del Carmen, Quintana Roo, Mexico	4
Mexico	Puerto Escondido, Oaxaca, Mexico	2
Mexico	Puerto Vallarta, Jalisco, Mexico	2
Mexico	Reynosa, Tamaulipas, Mexico	16
Mexico	Rincón Moreno, Oaxaca, Mexico	1
Mexico	Río Tehuantepec, Oaxaca, Mexico	1
Mexico	San Luis Río Colorado, Sonora, Mexico	6
Mexico	Santa María Mixtequilla, Oaxaca, Mexico	1
Mexico	Sierra de los Tuxtlas, Los Tuxtlas, Veracruz, Mexico	1
Mexico	Tahmek, Yucatan, Mexico	1
Mexico	Tampico, Tamaulipas, Mexico	2
Mexico	Tapachula, Chiapas, Mexico	2
Mexico	Tehuacán, Puebla, Mexico	1
Mexico	Tenixtepec, Veracruz, Mexico	1
Mexico	Teposcolula, Oaxaca, Mexico	1
Mexico	Ticul, Yucatán, Mexico	1
Mexico	Tizimín, Yucatán, Mexico	1
Mexico	Toluca, México, Mexico	1
Mexico	Totutla, Veracruz, Mexico	1
Mexico	Tulum, Quintana Roo, Mexico	1
Mexico	Tuxpan, Veracruz, Mexico	2
Mexico	Umán, Yucatán, Mexico	1
Mexico	Valle de Las Aves, Saltillo, Coahuila, Mexico	1
Mexico	Valle de Texas, Guadalupe, Nuevo León, Mexico	1
Mexico	Victoria, Tamaulipas, Mexico	2
Mexico	Villagrán, Tamaulipas, Mexico	1
Mexico	Xilitla, San Luis Potosí, Mexico	1
Mexico	Zacatepec de Hidalgo, Morelos, Mexico	2
Mexico	Zaragoza, Veracruz-Llave, Mexico	1
Moldova	Moldova	2
Mongolia	Darkhan-Uul, Mongolia	2
Morocco	Ain El Hiloua, Oujda, Morocco	1
Morocco	Casablanca, Grand Casablanca, Morocco	3
Morocco	Chefchaouen, Tanger-Tétouan, Morocco	2
Morocco	El Jadida, Doukkala-Abda, Morocco	1
Morocco	Essaouira, Marrakech-Tensift-Al Haouz, Morocco	1
Morocco	Khouribga, Chaouia-Ouardigha, Morocco	1
Morocco	Mohammedia, Grand Casablanca, Morocco	1
Morocco	Morocco	2
Morocco	Safsafat, Morocco	1
Mozambique	Mozambique	1
Myanmar	Kachin State, Myanmar	2
Myanmar	Kayin State, Myanmar	1
Myanmar	Myanmar	5
Namibia	Namibia	1
Namibia	Ohangwena, Namibia	2
Namibia	Omusati Region, Namibia	2
Namibia	Walvis Bay, Erongo, Namibia	1
Nepal	Bajura, Nepal	1
Nepal	Bhaktapur District, Nepal	1
Nepal	Bāgmatī Zone, Central Region, Nepal	1
Nepal	Chitwan, Nepal	3
Nepal	Doti, Nepal	2
